,Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($),NEW Mitigation Ratio ($/tonne CO2e),Region,netmitigation cost $/tCO2,mitigated methane Mt
4,P_truck,johnson,704681.7294613249,266500.0,67.68944301389726,114818.32267733169,13.50660410925201,DV,7.687446027109153,0.0007046817294613249
4,P_truck,triannual,573375.8213150976,300500.0,94.41858513273576,93423.80725190937,18.717466726321945,DV,12.898308644179089,0.0005733758213150976
4,P_truck,crew_count,502481.19531326403,194900.0,69.74366074949022,81872.49024729556,13.852686131616801,DV,8.033528049473944,0.0005024811953132641
4,P_truck,mdl_lowogi,517082.0375171808,260700.0,90.78037029573748,84251.49929697198,18.00626130898025,DV,12.18710322683739,0.0005170820375171807
4,P_truck,mdl_lowstationary,502376.62107533764,194900.0,69.714089308869,81855.45129468477,13.855569693539621,DV,8.036411611396764,0.0005023766210753377
4,P_truck,coverage,502395.8377077504,195500.0,69.93631358224754,81858.58238409564,13.897692482883294,DV,8.078534400740436,0.0005023958377077504
4,P_truck,multiyear,3319922.3853947907,1237400.0,66.56899459259974,540936.2890695985,13.311412741837914,DV,7.492254659695057,0.0033199223853947906
4,P_truck,ogi_persite_high,502376.62107533764,273860.0,98.08442781395398,81855.45129468477,19.468888231260955,DV,13.6497301491181,0.0005023766210753377
1,P_aircraft,site_num_180,226560.073345632,82900.0,13.068120264939733,36914.88869320316,13.068120264939733,DV,7.248962182796876,0.000226560073345632
1,P_aircraft,coverage,37532.317473936,13050.0,inf,6115.3816799601755,12.417869717080167,EDM,6.598711634937309,3.7532317473935994e-05
4,P_truck,johnson,714334.5120692448,273700.0,68.52453701947975,116391.11257931696,13.684065147131587,EDM,7.8649070649887305,0.0007143345120692447
4,P_truck,multisimulation,2417851.877770858,906800.0,268.521215080415,393956.144286728,13.394416168939324,EDM,7.575258086796467,0.0024178518777708577
4,P_truck,site_num,5828711.389976995,2158500.0,66.1447612557903,949709.4038169573,13.225785350574712,EDM,7.406627268431855,0.0058287113899769954
4,P_truck,ogi_persite_high,604582.5146862816,309460.0,91.8679123669597,98508.51434645,18.280619416983676,EDM,12.461461334840818,0.0006045825146862815
4,P_truck,site_num_180,2069816.32108826,783200.0,13.513966571063593,337248.4744555344,13.513966571063593,EDM,7.694808488920735,0.00206981632108826
4,P_truck,mdl_lowogi,622556.7696686303,307300.0,88.58230770193569,101437.17521867887,17.628914397383692,EDM,11.809756315240834,0.0006225567696686303
1,P_aircraft,crew_count,37532.317473936,13050.0,inf,6115.3816799601755,12.417869717080167,EDM,6.598711634937309,3.7532317473935994e-05
1,P_aircraft,basecase,37532.317473936,13050.0,inf,6115.3816799601755,12.417869717080167,EDM,6.598711634937309,3.7532317473935994e-05
4,P_truck,multiyear,3614042.7757704966,1331000.0,65.8692344032941,588859.214379377,13.153058011489613,EDM,7.333899929346755,0.0036140427757704965
4,P_truck,mdl,315345.6074464416,88500.0,50.853688857509866,51381.286326725865,10.023016687337565,EDM,4.203858605194708,0.0003153456074464416
1,P_aircraft,mdl_lowdrone,37532.317473936,13050.0,inf,6115.3816799601755,12.417869717080167,EDM,6.598711634937309,3.7532317473935994e-05
1,P_aircraft,triannual,58780.9969931808,28950.0,inf,9577.565584419925,17.589503824654724,EDM,11.770345742511868,5.87809969931808e-05
1,P_aircraft,mdl_lowstationary,37532.317473936,13050.0,inf,6115.3816799601755,12.417869717080167,EDM,6.598711634937309,3.7532317473935994e-05
1,P_aircraft,ogi_sensor,26776.142682566402,9850.0,inf,4362.808998796265,13.138028074325932,EDM,7.3188699921830755,2.67761426825664e-05
4,P_truck,basecase,542844.1674405504,213100.0,70.77548684190373,88449.0886805621,14.02007195103146,GP,8.200913868888602,0.0005428441674405504
4,P_truck,multiyear,3301980.3077973984,1253600.0,67.80989220305692,538012.8710654821,13.558962924674002,GP,7.739804842531144,0.0033019803077973986
1,P_aircraft,johnson,62209.8251698464,23750.0,inf,10136.246593922564,13.634731867489993,GP,7.8155737853471345,6.22098251698464e-05
4,P_truck,ogi_persite_high,542844.1674405504,292060.0,97.23600559750668,88449.0886805621,19.214932961136782,GP,13.395774878993924,0.0005428441674405504
4,P_truck,triannual,658280.265791328,328100.0,89.51452682653245,107257.83401185312,17.800711568910454,GP,11.981553486767597,0.0006582802657913281
4,P_truck,mdl_lowstationary,542844.1674405504,213100.0,70.77548684190373,88449.0886805621,14.02007195103146,GP,8.200913868888602,0.0005428441674405504
4,P_truck,mdl_lowogi,559449.7960280256,278500.0,89.70289937003164,91154.75045907043,17.778947533891508,GP,11.959789451748648,0.0005594497960280256
1,P_aircraft,site_num_180,222679.207537056,82000.0,13.151526184069455,36282.55428740393,13.151526184069455,GP,7.3323681019265985,0.000222679207537056
4,P_truck,crew_count,543335.7557088288,212700.0,70.65242770437457,88529.18631620638,13.98109454717989,GP,8.161936465037034,0.0005433357557088288
4,P_truck,mdl_lowdrone,542844.1674405504,213100.0,70.77548684190373,88449.0886805621,14.02007195103146,GP,8.200913868888602,0.0005428441674405504
4,P_truck,mdl,307798.8337665792,90900.0,53.92025065072124,50151.64199323419,10.547241299460273,GP,4.728083217317415,0.00030779883376657924
1,P_aircraft,multisimulation,392532.5630774016,146800.0,inf,63957.853034211155,13.356489718340459,GP,7.537331636197602,0.0003925325630774016
1,P_aircraft,site_num,791809.2702289151,291050.0,66.72323927317714,129014.57280231043,13.127710482775385,GP,7.308552400632528,0.0007918092702289152
4,P_truck,coverage,541820.099687472,213100.0,70.96906770131699,88282.23074058644,14.046570605454157,GP,8.2274125233113,0.000541820099687472
4,P_truck,ogi_sensor,351687.83444516157,146300.0,74.8810003848649,57302.75891768067,14.856925626225296,GP,9.037767544082437,0.00035168783444516156
4,P_truck,coverage,581282.7949670976,216700.0,66.57073491726807,94712.14128161452,13.31414895003693,MDP,7.494990867894073,0.0005812827949670976
4,P_truck,mdl_lowstationary,584281.0365221376,216500.0,66.15213159066032,95200.66404577688,13.23360228010737,MDP,7.414444197964512,0.0005842810365221376
4,P_truck,mdl_lowdrone,584281.0365221376,216500.0,66.15213159066032,95200.66404577688,13.23360228010737,MDP,7.414444197964512,0.0005842810365221376
4,P_truck,johnson,731521.3314910752,271500.0,66.48677136200983,119191.47151537344,13.255154913478925,MDP,7.435996831336069,0.0007315213314910752
4,P_truck,multisimulation,2209225.1680369154,838200.0,271.91136522353304,359963.25377195195,13.550322854738576,MDP,7.7311647725957195,0.0022092251680369155
4,P_truck,multiyear,3329651.3646898367,1236800.0,66.36659854463193,542521.4941874801,13.266082160990218,MDP,7.446924078847359,0.003329651364689837
4,P_truck,mdl_lowogi,598351.4103468384,277100.0,82.71353551335017,97493.24047347868,16.539492345630205,MDP,10.720334263487349,0.0005983514103468384
4,P_truck,ogi_sensor,360168.8492333664,138700.0,68.74587933480124,58684.62515866822,13.753469904782998,MDP,7.934311822640138,0.00036016884923336637
1,P_aircraft,site_num,672947.0252625024,249150.0,66.25170313029231,109647.58338548796,13.222755955037146,MDP,7.403597872894288,0.0006729470252625024
4,P_truck,basecase,584281.0365221376,216500.0,66.15213159066032,95200.66404577688,13.23360228010737,MDP,7.414444197964512,0.0005842810365221376
4,P_truck,mdl,329448.8280629952,89300.0,48.35175878779385,53679.214693307586,9.680670995362831,MDP,3.861512913219975,0.0003294488280629952
4,P_truck,crew_count,583620.2971880832,216900.0,66.3752822592756,95093.00553997021,13.27306231251949,MDP,7.453904230376633,0.0005836202971880831
4,P_truck,ogi_persite_high,584281.0365221376,295460.0,90.35240979158573,95200.66404577688,18.060046788362694,MDP,12.240888706219838,0.0005842810365221376
1,P_aircraft,site_num_180,195026.4734830272,73100.0,13.38646102290052,31776.91662321617,13.386461022900521,MDP,7.567302940757664,0.0001950264734830272
1,P_aircraft,triannual,119234.0645246304,53750.0,80.58742495501602,19427.572366866887,16.099785449705216,MDP,10.280627367562357,0.00011923406452463041
4,P_truck,ogi_sensor,377448.84741706564,147100.0,69.61699536451175,61500.16630919066,13.918631529867797,MH,8.09947344772494,0.0003774488474170656
1,P_aircraft,site_num,485211.2526496224,176150.0,66.53746005550077,79058.58750727588,12.965633822829531,MH,7.1464757406866735,0.0004852112526496224
4,P_truck,mdl_lowogi,643831.1459732159,302100.0,83.92921179627464,104903.54606550945,16.757943106304086,MH,10.93878502416123,0.0006438311459732159
4,P_truck,crew_count,627364.949672304,229100.0,65.34536656120233,102220.60288548458,13.042078396978814,MH,7.222920314835957,0.000627364949672304
4,P_truck,coverage,627713.530440768,229300.0,65.35237902947901,102277.39939017501,13.046215060133179,MH,7.227056977990322,0.000627713530440768
1,P_aircraft,site_num_180,228027.0175633152,76500.0,11.981662902661244,37153.90734161392,11.981662902661242,MH,6.162504820518383,0.0002280270175633152
4,P_truck,mdl_lowdrone,626375.7399991392,229100.0,65.44630306911934,102059.42459647771,13.062675219755642,MH,7.243517137612783,0.0006263757399991392
4,P_truck,mdl,360567.4827658176,97900.0,48.54307818158337,58749.577081849166,9.697015783587567,MH,3.8778577014447095,0.0003605674827658176
4,P_truck,triannual,688120.7910258817,342100.0,88.84485887913553,112119.94255248626,17.75539600342871,MH,11.936237921285855,0.0006881207910258817
4,P_truck,mdl_lowstationary,626375.7399991392,229100.0,65.44630306911934,102059.42459647771,13.062675219755642,MH,7.243517137612783,0.0006263757399991392
1,P_aircraft,johnson,83105.67837384001,27250.0,inf,13540.942239470689,11.710563041630063,MH,5.891404959487206,8.310567837384001e-05
4,P_truck,ogi_persite_high,626375.7399991392,308060.0,88.03602505167858,102059.42459647771,17.564765291130175,MH,11.745607208987316,0.0006263757399991392
4,P_truck,basecase,626375.7399991392,229100.0,65.44630306911934,102059.42459647771,13.062675219755642,MH,7.243517137612783,0.0006263757399991392
4,P_truck,multiyear,3396890.808162058,1278400.0,67.24925868962846,553477.2488132446,13.440862669897353,MH,7.621704587754496,0.0033968908081620577
4,P_truck,multisimulation,2330702.215616246,879200.0,270.2037917042025,379756.28978200327,13.472334556346455,MH,7.653176474203597,0.0023307022156162462
1,P_aircraft,triannual,120117.1357881792,59950.0,89.90119917329369,19571.456842717755,17.824862493783613,RD,12.005704411640753,0.0001201171357881792
1,P_aircraft,mdl_lowstationary,95584.42312652161,35150.0,67.39920383459781,15574.184314182505,13.13349081152556,RD,7.314332729382703,9.558442312652161e-05
1,P_aircraft,crew_count,95584.42312652161,35650.0,67.92872868533475,15574.184314182505,13.320311448958357,RD,7.501153366815499,9.558442312652161e-05
4,P_truck,mdl_lowogi,550734.8297883552,271900.0,88.68511805894829,89734.76500465338,17.63228646614936,RD,11.813128384006504,0.0005507348297883552
1,P_aircraft,basecase,95584.42312652161,35150.0,67.39920383459781,15574.184314182505,13.13349081152556,RD,7.314332729382703,9.558442312652161e-05
1,P_aircraft,multiyear,465555.7659930624,173200.0,67.22929118166132,75855.99275426866,13.286731123434231,RD,7.467573041291373,0.0004655557659930624
1,P_aircraft,mdl_lowdrone,95584.42312652161,35150.0,67.39920383459781,15574.184314182505,13.13349081152556,RD,7.314332729382703,9.558442312652161e-05
4,P_truck,mdl,283858.7084743392,83900.0,53.38211605925553,46250.92353294236,10.556056523802045,RD,4.7368984416591875,0.0002838587084743392
1,P_aircraft,ogi_sensor,58778.7625128384,22950.0,69.91945173629676,9577.201506178299,13.944540886920366,RD,8.125382804777509,5.8778762512838405e-05
4,P_truck,johnson,758395.1217003264,286500.0,67.56000585191836,123570.19085320475,13.491836332230527,RD,7.672678250087671,0.0007583951217003265
1,P_aircraft,multisimulation,349604.8407853056,129500.0,inf,56963.36337473819,13.229221854053902,RD,7.410063771911043,0.0003496048407853056
1,P_aircraft,site_num,812831.1486659136,294050.0,64.77448969008444,132439.80254894798,12.920008948380142,RD,7.100850866237286,0.0008128311486659136
1,P_aircraft,site_num_180,302320.305929952,102300.0,12.085100990265492,49258.990246149086,12.085100990265488,RD,6.26594290812263,0.000302320305929952
1,P_aircraft,coverage,113977.4216979456,42650.0,68.25923706053493,18571.073770351337,13.364175667624714,RD,7.545017585481856,0.0001139774216979456
4,P_truck,ogi_persite_high,536589.8239192704,289660.0,96.99422089799123,87430.02829835218,19.27915800646342,RD,13.459999924320565,0.0005365898239192705
1,P_aircraft,coverage,33604.0802846784,11450.0,inf,5475.328750683786,12.169015428016944,SL,6.349857345874085,3.36040802846784e-05
1,P_aircraft,johnson,39125.73383942401,14250.0,inf,6375.007248160726,13.007515041564869,SL,7.188356959422012,3.9125733839424004e-05
1,P_aircraft,triannual,53061.590938032,25050.0,inf,8645.6660012354,16.86046048237917,SL,11.041302400236312,5.3061590938032e-05
1,P_aircraft,basecase,33604.0802846784,11450.0,inf,5475.328750683786,12.169015428016944,SL,6.349857345874085,3.36040802846784e-05
4,P_truck,multisimulation,2403903.731315789,888600.0,265.0394247830057,391683.4831498301,13.201740931756689,SL,7.382582849613831,0.002403903731315789
1,P_aircraft,mdl_lowdrone,33604.0802846784,11450.0,inf,5475.328750683786,12.169015428016944,SL,6.349857345874085,3.36040802846784e-05
1,P_aircraft,site_num_180,99931.627630224,35700.0,12.758723441570169,16282.502280411038,12.758723441570167,SL,6.939565359427309,9.9931627630224e-05
1,P_aircraft,mdl_lowstationary,33604.0802846784,11450.0,inf,5475.328750683786,12.169015428016944,SL,6.349857345874085,3.36040802846784e-05
1,P_aircraft,crew_count,33604.0802846784,11450.0,inf,5475.328750683786,12.169015428016944,SL,6.349857345874085,3.36040802846784e-05
4,P_truck,mdl_lowogi,619067.1637660321,303500.0,88.02525665141845,100868.59130371411,17.50906258433418,SL,11.689904502191323,0.000619067163766032
4,P_truck,ogi_sensor,362757.0616388064,140300.0,69.55770511891996,59106.339238515946,13.812864904897163,SL,7.993706822754305,0.00036275706163880643
1,P_aircraft,site_num,410590.16424371523,149150.0,65.38066858758393,66900.09403580101,12.973485918975591,SL,7.154327836832732,0.0004105901642437152
4,P_truck,multiyear,3552329.454764544,1305800.0,65.66741261127792,578803.8663995623,13.128206400778613,SL,7.309048318635755,0.003552329454764544
4,P_truck,mdl,338105.47407085437,90300.0,48.00088352716271,55089.69765757233,9.538443613971657,SL,3.719285531828798,0.00033810547407085435
4,P_truck,ogi_persite_high,600820.0769814337,300660.0,89.85688240104936,97895.4761926457,17.87200121008766,SL,12.052843127944803,0.0006008200769814337
4,P_truck,ogi_persite_high,554785.2934664832,297460.0,96.05402107745385,90394.73308122551,19.148978088787857,WW,13.329820006645,0.0005547852934664832
1,P_aircraft,ogi_sensor,39940.42965264,15950.0,inf,6507.750872487712,14.262311700124757,WW,8.4431536179819,3.994042965264e-05
4,P_truck,basecase,554785.2934664832,218500.0,70.39044612111024,90394.73308122551,14.06593058697017,WW,8.246772504827312,0.0005547852934664832
4,P_truck,mdl_lowstationary,554785.2934664832,218500.0,70.39044612111024,90394.73308122551,14.06593058697017,WW,8.246772504827312,0.0005547852934664832
4,P_truck,multisimulation,2176746.3779190914,833000.0,274.9430126729708,354671.27577960596,13.667187092526676,WW,7.8480290103838195,0.0021767463779190912
4,P_truck,mdl_lowdrone,554785.2934664832,218500.0,70.39044612111024,90394.73308122551,14.06593058697017,WW,8.246772504827312,0.0005547852934664832
1,P_aircraft,site_num_180,286072.86666720966,97000.0,12.10980179506412,46611.69055615154,12.10980179506412,WW,6.290643712921263,0.0002860728666672097
4,P_truck,triannual,620740.3510333728,332100.0,96.02557915398523,101141.21445758527,19.10736794534019,WW,13.288209863197334,0.0006207403510333728
4,P_truck,coverage,556131.3515363808,218700.0,70.28106801032355,90614.05497272691,14.044729296660282,WW,8.225571214517425,0.0005561313515363808
4,P_truck,crew_count,554674.6861183008,218300.0,70.3095728109794,90376.71111519015,14.055857904728237,WW,8.23669982258538,0.0005546746861183007
4,P_truck,mdl_lowogi,570270.1007717568,284900.0,89.62316117449619,92917.77224549092,17.842422364823246,WW,12.023264282680389,0.0005702701007717568
1,P_aircraft,site_num,803776.9866022081,279450.0,61.87449846902267,130964.54973914677,12.416823707589497,WW,6.597665625446639,0.0008037769866022081
4,P_truck,mdl,280553.67116118723,85500.0,54.71878357804488,45712.41256434922,10.88409007778427,WW,5.064931995641412,0.00028055367116118724
4,P_truck,johnson,758395.1217003264,286500.0,67.56000585191836,123570.19085320475,13.491836332230527,WW,7.672678250087671,0.0007583951217003265
1,P_aircraft,multiyear,450451.716406704,161800.0,65.0522388088059,73394.99289200942,12.828392518220689,WW,7.009234436077831,0.00045045171640670397
