test1,test2,BV_OneStop,DV_OneStop,EDM_OneStop,FTM_OneStop,GP_OneStop,MDP_OneStop,MH_OneStop,RD_OneStop,SL_OneStop,WW_OneStop
,,0,0,0,0,0,0,0,0,,0.006027397
,,0,0.00739726,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0.044155251,,0.03239726
,,0,0,0,0,0,0,0.030890411,0,,0
,,0,0.057694064,0,0,0,0,0,0,,0
,,0,0,0,0.097922374,0.097922374,0,0.010296804,0,,0
,,0,0,0,0.065456621,0.065456621,0,0,0,,0
,,0,0,0,0,0,0,0.065730594,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.020022831,0.020022831,0,0,0.016438356,,0
,,0,0,0,0,0,0.041232877,0,0,,0
,,0,0,0,0.062511416,0.062511416,0.006940639,0,0,,0
,,0,0,0.006278539,0,0,0,0.024520548,0,,0
,,0,0.019452055,0,0,0,0,0,0,,0
,,0,0,0,0.777990868,0.777990868,0,0,0,,0
,,0,0.05652968,0,0,0,0,0.010296804,0.016849315,,0
,,0,0,0,0.001986301,0.001986301,0,0,0,,0
,,0.020593607,0,0,0,0,0,0,0,,0
,,0,0,0,0.052785388,0.052785388,0,0,0.972260274,,0
,,0,0,0,0.001004566,0.001004566,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0.026552511,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.010159817,0.010159817,0,0,0.021438356,,0
,,0,0,0,0.647990868,0.647990868,0,0,0,,0
,,0,0,0,0,0,0,0,0.002442922,,0
,,0,0.000502283,0,0,0,0,0,0,,0
,,0.584452055,0,0,0,0,0,0,0,,0.03543379
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.02043379,0.02043379,0,0,0.027853881,,0
,,0,0,0,0.003105023,0.003105023,,0,0,,0
,,0,0.001027397,0,0.026392694,0.026392694,,0,0.014383562,,0
,,0,0,0,0.558082192,0.558082192,,0,0,,0
,,0,0.011392694,0,0,0,,0.544429224,0,,0
,,0,0,0,0,0,,0,0,,0.017990868
,,0.000388128,0,0,0.101255708,0.101255708,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0,0,0,0.029703196,0.029703196,,0,0,,0
,,0.539931507,0.003584475,0,0,0,,0,0,,0
,,0,0,0,0.029246575,0.029246575,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0.064908676,0,0,0,0,,0,0,,0
,,0.000388128,0.008219178,0,0.096073059,0.096073059,,0,0,,0
,,0,0.039178082,0.201164384,0.04847032,0.04847032,,0,0,,0.023150685
,,0,0.296347032,0,0.028196347,0.028196347,,0,0,,0
,,0,0,0,0.069269406,0.069269406,,0,0,,0
,,0,0,0,0.009794521,0.009794521,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0,0,0,0.034589041,0.034589041,,0,0,,0
,,0,0,0,0,0,,0,0.542876712,,0
,,0,0.045799087,0,0.076689498,0.076689498,,0,0,,0
,,0,0,0,0.265525114,0.265525114,,0,0,,0
,,0.000388128,0.001552511,0,0,0,,0,0,,0.020593607
,,0,0,0,0.168721461,0.168721461,,0,0,,0
,,0,0,0,0.055182648,0.055182648,,0,0.030410959,,0
,,0,0,0,0.208287671,0.208287671,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0,0,0,0.053424658,0.053424658,,0,0,,0.039703196
,,0,0,0,0,0,,0,0,,0
,,0,0.020342466,0,0,0,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0,0,0,0.112077626,0.112077626,,0,0,,0.129200913
,,0,0,0,0,0,,0,0.000136986,,0
,,0,0.000342466,0,0,0,,0,0,,0
,,0,0.347305936,0,0,0,,0,0,,0
,,0,0,0,0.32152968,0.32152968,,0,0,,0.012557078
,,0,0.091141553,0,0,0,,0,0,,0
,,0,0.001187215,0,0.039429224,0.039429224,,0,0,,0
,,0,0,0,0.108150685,0.108150685,,0,0,,0
,,0.020593607,0.023789954,0,0,0,,0,0.009885845,,0
,,0,0,0,0.030799087,0.030799087,,0,0.076187215,,0
,,0,0,0.000707763,0.030958904,0.030958904,,0,0,,0
,,0,0,0,0.004885845,0.004885845,,0,0,,0
,,0,0,0,0.021552511,0.021552511,,0,0,,0
,,0,0,0,0.015753425,0.015753425,,0,0,,0
,,0,0,0,0,0,,0,0,,0.007739726
,,0,0,0,0.165525114,0.165525114,,0,0,,0
,,0,0,0,0,0,,0,0,,0
,,0.001141553,0,0,7.9243379,7.9243379,,0,0.006073059,,0
,,0,0,0,0,0,,0,0.023767123,,0.019406393
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0.013744292,0,0,0,,0,0.283515982,,0
,,,0.153424658,0.033972603,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0.009383562,0,0.000821918,0.000821918,,0,0,,0
,,,0,0,0,0,,0,0,,0.029954338
,,,0,0,0,0,,0,0,,0.037100457
,,,0,0,0.012442922,0.012442922,,0,0,,0
,,,0,0,0,0,,0,0.029611872,,0
,,,0,0,0,0,,0,0.0393379,,0
,,,0.024474886,0,0,0,,0,0,,0
,,,0.026712329,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0.12413242
,,,0,0,0.068287671,0.068287671,,0,0.003378995,,0
,,,0.00609589,0,0,0,,0,0,,0
,,,0.035981735,0,0.052671233,0.052671233,,0,0,,0
,,,0,0,0,0,,0,0.007374429,,0
,,,0,0,0,0,,0,0.022420091,,0.010136986
,,,0,0.01826484,0.132899543,0.132899543,,0,0,,0.00652968
,,,0,0,0.047579909,0.047579909,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0.079178082,0.079178082,,0,0,,0
,,,0,0,0.499543379,0.499543379,,0,0,,0
,,,0,0,0,0,,0,0.072009132,,0.025136986
,,,0,0,0,0,,0,0,,0.121164384
,,,0,0,0,0,,0,0.017785388,,0
,,,0,0,0.006392694,0.006392694,,0,0.107785388,,0
,,,0,0,0,0,,0,0,,0
,,,0.003310502,0,2.064178082,2.064178082,,0.884657534,0.111598174,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0.067990868,0.067990868,,0,0,,0
,,,0,0,0.03739726,0.03739726,,0,0,,0
,,,0.009589041,0,0.013584475,0.013584475,,0,0,,0
,,,0,0,0.007077626,0.007077626,,0,0,,0
,,,0.073767123,0,0.00890411,0.00890411,,0,0.024269406,,0
,,,0.065502283,0,0,0,,0,0,,0
,,,0.007853881,0,0.013835616,0.013835616,,0,0,,0
,,,0.037739726,0,0,0,,0,0,,0.23326484
,,,0,0,0.107876712,0.107876712,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0.000296804,0,0.156187215,0.156187215,,0,0.121415525,,0
,,,0.009794521,0,0,0,,0,0,,0.045730594
,,,0.012625571,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0.044908676,,0.043082192
,,,0,0,1.230981735,1.230981735,,0,0.012694064,,0
,,,0.028424658,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0
,,,0,0,0,0,,0,0,,0.020936073
,,,0,,0,0,,0,0,,0.104041096
,,,0.050844749,,0,0,,0,0,,0
,,,0,,0.115639269,0.115639269,,0,0,,0
,,,0.000821918,,0,0,,0,0,,0.037716895
,,,0,,0,0,,0,0.049429224,,0.009794521
,,,0,,0,0,,0,0.053082192,,0
,,,0,,0.015022831,0.015022831,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0.072671233
,,,0,,0.001872146,0.001872146,,0,0,,0.068949772
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0.00239726,,0.402968037,0.402968037,,0,0.035182648,,0
,,,0,,0,0,,0,0.01,,0
,,,0,,0,0,,0,0.024041096,,0
,,,0.011666667,,0,0,,0,0.04413242,,0
,,,0,,0,0,,0,0,,0
,,,0.001392694,,0,0,,0,0.038127854,,0
,,,9.13E-05,,0,0,,0,0,,0
,,,0,,0,0,,0,0.104246575,,0.068082192
,,,0,,0,0,,0,0,,0
,,,0.069908676,,0.110365297,0.110365297,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0.022648402,0.022648402,,0,0,,0
,,,0,,0.000707763,0.000707763,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0.005707763,,0.018493151,0.018493151,,0,0,,0
,,,0,,0,0,,0,0.017534247,,0.070821918
,,,0,,0,0,,0,0,,0
,,,0,,0.009885845,0.009885845,,0,4.57E-05,,0
,,,0.022945205,,0.019748858,0.019748858,,0,0,,0.022853881
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0.002945205,,0.003926941,0.003926941,,0,0.003607306,,0
,,,0,,0,0,,0,0,,0.012557078
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0.021369863,,0,0,,0,0,,0.06739726
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0.19543379,,0
,,,0,,0,0,,0,0,,0.11890411
,,,0.055981735,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0.006027397,0.006027397,,0,0,,0
,,,0.035981735,,0.012511416,0.012511416,,0,0,,0
,,,0.000776256,,0,0,,0,0.013607306,,0
,,,0,,0.001004566,0.001004566,,0,0,,0.010296804
,,,0,,0,0,,0,0,,0
,,,0.042283105,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0.034794521
,,,0,,0.059657534,0.059657534,,0,0,,0.081187215
,,,0,,0.005159817,0.005159817,,0,0,,0.010296804
,,,0.356598174,,0,0,,0,0,,0.010296804
,,,0,,0.008881279,0.008881279,,0,0.170388128,,0
,,,0,,0.075068493,0.075068493,,0,0,,0.020593607
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0.037716895
,,,0,,0,0,,0,0,,0
,,,0,,0.020228311,0.020228311,,0,0,,0
,,,0.044406393,,0.070776256,0.070776256,,0,0,,0.01739726
,,,0.056621005,,0,0,,0,0,,0.134794521
,,,0,,0.00369863,0.00369863,,0,0,,0
,,,0,,0,0,,0,0.012968037,,0
,,,0,,0,0,,0,0,,0
,,,0.005707763,,0.11673516,0.11673516,,0,0,,0
,,,0.035981735,,0,0,,0,0.015593607,,0
,,,0.003675799,,0,0,,0,0,,0.020593607
,,,0,,0,0,,0,0.066438356,,0
,,,0,,0.019794521,0.019794521,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0.015593607,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,0,0,,0
,,,9.13E-05,,0,0,,0,0,,0
,,,0.00086758,,0,0,,0,0.015388128,,0
,,,0,,0,0,,0,0,,0
,,,0,,0,0,,,0.041392694,,0.082420091
,,,0,,0,0,,,0.008515982,,0.066004566
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.025136986
,,,0.006552511,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.006210046,,0
,,,0.019794521,,0,0,,,0,,0.068082192
,,,0.122465753,,0.010182648,0.010182648,,,0,,0
,,,0.314520548,,0.28326484,0.28326484,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.032488584,,0,0,,,0,,0
,,,0.01390411,,0,0,,,0,,0
,,,0.001118721,,0.955342466,0.955342466,,,0,,0
,,,0.070799087,,0,0,,,0,,0
,,,0,,0.086187215,0.086187215,,,0.020388128,,0.047808219
,,,0,,0.018173516,0.018173516,,,0,,0
,,,0,,0,0,,,0,,0.004794521
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.015730594,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.027922374,,0,0,,,0,,0.005502283
,,,0.005799087,,0,0,,,0,,0
,,,0.226780822,,0,0,,,0,,0.003333333
,,,0,,0,0,,,0,,0
,,,0,,0.025136986,0.025136986,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.042694064,0.042694064,,,0,,0
,,,0.012191781,,0.000981735,0.000981735,,,0.000114155,,0.068082192
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.014611872,0.014611872,,,0.006369863,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.020593607,0.020593607,,,0,,0
,,,0,,0.449520548,0.449520548,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.011232877,,0,0,,,0.04696347,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.275547945,0.275547945,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.006004566,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.026392694
,,,0.054497717,,0,0,,,0,,0.079178082
,,,0.028789954,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.088584475,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.052191781
,,,0,,0.160319635,0.160319635,,,0,,0
,,,0,,0.024223744,0.024223744,,,0,,0
,,,0.017420091,,0,0,,,0,,0
,,,0.008378995,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.002420091,,0.038219178,0.038219178,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.074611872,0.074611872,,,0.002191781,,0.050410959
,,,0,,0,0,,,0,,0
,,,0.057625571,,0,0,,,0.00130137,,0
,,,0,,0,0,,,0.04390411,,0.037716895
,,,0,,0,0,,,0.015684932,,0.025136986
,,,0,,0.022671233,0.022671233,,,0.003401826,,0.108607306
,,,0.019383562,,0,0,,,0.013584475,,0
,,,0,,0.896621005,0.896621005,,,0,,0.076803653
,,,0,,0,0,,,0,,0
,,,0.143584475,,0,0,,,0,,0
,,,0,,0,0,,,0.276803653,,0
,,,0,,0,0,,,0,,0.019634703
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.018995434,,0.000159817,0.000159817,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,2.715,,0.000776256
,,,0.359703196,,0,0,,,0,,0
,,,0,,0,0,,,4.57E-05,,0
,,,0,,0,0,,,0.000205479,,0
,,,0.049041096,,0,0,,,0,,0.085730594
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.072945205,0.072945205,,,0.011027397,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.003881279,,0
,,,0,,0,0,,,0,,0.006826484
,,,0.020799087,,0.094383562,0.094383562,,,0,,0
,,,0.02673516,,0,0,,,0,,0.023744292
,,,0,,0,0,,,0.008652968,,0
,,,0.007671233,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.024977169,0.024977169,,,0,,0
,,,0,,0,0,,,0.073858447,,0
,,,0,,0,0,,,0.043196347,,0
,,,0,,0.333424658,0.333424658,,,0,,0
,,,0,,0.01739726,0.01739726,,,0.01783105,,0.325730594
,,,0,,0,0,,,6.85E-05,,0.070821918
,,,0,,0,0,,,0.033995434,,0
,,,0,,0.910273973,0.910273973,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.1
,,,0.00630137,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.025136986
,,,0.013812785,,0,0,,,0,,0
,,,0.00390411,,9.13E-05,9.13E-05,,,0,,0
,,,0.024315068,,0,0,,,0.064383562,,0
,,,0,,0,0,,,0,,0
,,,0.025799087,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.014383562,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.012557078
,,,0,,0,0,,,0,,0
,,,0.029817352,,0,0,,,0,,0.01783105
,,,0,,0,0,,,0,,0.030890411
,,,0,,0,0,,,0.033767123,,0
,,,0.16239726,,0,0,,,0,,0.010296804
,,,0,,0,0,,,0,,0
,,,0.002648402,,0,0,,,0,,0.048013699
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.040547945,,0.001780822
,,,0.183493151,,0.013584475,0.013584475,,,0,,0
,,,0,,0,0,,,0,,0.010296804
,,,0,,0,0,,,0,,0
,,,0.00347032,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.013196347,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.024543379,,0,0,,,0,,0
,,,0.003082192,,0.667694064,0.667694064,,,0,,0
,,,0,,0.076689498,0.076689498,,,0,,0
,,,0,,0,0,,,0.005456621,,0
,,,0,,0,0,,,0,,0
,,,0.009018265,,0,0,,,0.006324201,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.03,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.060228311,0.060228311,,,0,,0
,,,0,,0,0,,,0.010182648,,0.003721461
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.002511416,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.056506849,,0
,,,0,,0,0,,,0,,0.13326484
,,,0,,0,0,,,0,,0.03543379
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.063675799,,0.00890411,0.00890411,,,0,,0
,,,0,,0.029063927,0.029063927,,,0,,0
,,,0.025045662,,0,0,,,0,,0.065205479
,,,0,,0,0,,,0,,0.129200913
,,,0,,0,0,,,0.005342466,,0.093744292
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.020251142,,0
,,,0.363584475,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.258561644
,,,0,,0,0,,,0,,0
,,,0.016780822,,0,0,,,0,,0
,,,0,,2.783835616,2.783835616,,,0,,0.000136986
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.025913242,,0.210045662
,,,0.04739726,,0.543105023,0.543105023,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.021780822,,0
,,,0,,0.050365297,0.050365297,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.033196347,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.037054795,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.062853881
,,,0,,0,0,,,0,,0.045730594
,,,0.020776256,,0,0,,,0,,0
,,,0.029178082,,0,0,,,0.001187215,,0
,,,0,,0,0,,,0.938515982,,0
,,,0,,0,0,,,0.035388128,,0
,,,0,,0.024771689,0.024771689,,,0.015913242,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.025776256,,0.069292237,0.069292237,,,0,,0
,,,0.000136986,,0,0,,,0,,0
,,,0,,0.384520548,0.384520548,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.094589041,0.094589041,,,0.973744292,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.445821918,,0,0,,,0,,0
,,,0.035844749,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.236050228,0.236050228,,,0,,0
,,,0.015776256,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.001689498,,0,0,,,0,,0
,,,6.85E-05,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.012557078
,,,0,,0,0,,,0,,0
,,,0.01760274,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.008538813,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.017260274
,,,0,,2.416141553,2.416141553,,,0.013538813,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.012054795
,,,0,,0.00196347,0.00196347,,,0,,0.028789954
,,,0,,0,0,,,0,,0
,,,0,,2.148310502,2.148310502,,,0,,0.015684932
,,,0,,0,0,,,0,,0
,,,0,,0.000730594,0.000730594,,,0,,0.188858447
,,,0,,0.000753425,0.000753425,,,0,,0.086278539
,,,0,,0.270799087,0.270799087,,,0,,0.035776256
,,,0.003767123,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.246278539
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.000365297,,0
,,,0,,0.013584475,0.013584475,,,0,,0
,,,0,,0.020388128,0.020388128,,,0,,0
,,,0,,0,0,,,0.023926941,,0
,,,0,,0,0,,,0,,0.018767123
,,,0.023789954,,0,0,,,0,,0.116849315
,,,0,,1.871164384,1.871164384,,,0,,0.122899543
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.016986301,,0,0,,,0,,0.004018265
,,,0.424178082,,0,0,,,0,,0
,,,0,,2.150570776,2.150570776,,,0,,0.007420091
,,,0,,0,0,,,0,,0
,,,0.061986301,,0,0,,,0,,0.018538813
,,,0,,0,0,,,0,,0.027420091
,,,0,,0,0,,,0.032876712,,0.010296804
,,,0,,0.120159817,0.120159817,,,0.039589041,,0
,,,0,,0,0,,,0,,0.058310502
,,,0.008378995,,0,0,,,0,,0
,,,0,,0.006757991,0.006757991,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.212739726,0.212739726,,,0,,0
,,,0,,0.002785388,0.002785388,,,0,,0
,,,0.071050228,,0,0,,,0.014680365,,0
,,,0,,0,0,,,4.57E-05,,0
,,,0,,0,0,,,0.002123288,,0
,,,0.001506849,,0,0,,,0,,0
,,,0,,0,0,,,9.13E-05,,0.117305936
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.013584475,,0.094269406
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.517054795,0.517054795,,,0.006780822,,0
,,,0,,0,0,,,0.074748858,,0
,,,0.016210046,,0,0,,,0,,0
,,,0.104794521,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.029520548,,0
,,,0,,0,0,,,0,,0
,,,0,,0.018150685,0.018150685,,,0,,0
,,,0.013858447,,0,0,,,6.85E-05,,0.058310502
,,,0,,0.094200913,0.094200913,,,0.020273973,,0
,,,0,,0.020593607,0.020593607,,,0,,0
,,,0,,0.218789954,0.218789954,,,0.073219178,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.033150685
,,,0.028584475,,3.598493151,3.598493151,,,0.039246575,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.037990868,,0,0,,,0.007374429,,0
,,,0,,0.020388128,0.020388128,,,0.008378995,,0
,,,0,,0,0,,,0,,0.033584475
,,,0,,0,0,,,0,,0
,,,0.005799087,,0.006780822,0.006780822,,,0,,0
,,,0.016461187,,0.220890411,0.220890411,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.007283105
,,,0,,0,0,,,0,,0.048835616
,,,0.02,,0,0,,,0.000273973,,0.107990868
,,,0,,0,0,,,0,,0.112077626
,,,0,,0,0,,,0.003219178,,0
,,,0,,0,0,,,0,,0
,,,0.194383562,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.152968037
,,,0,,0,0,,,9.13E-05,,0
,,,0,,0,0,,,0.046575342,,0
,,,0.0056621,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.311986301,0.311986301,,,0,,0
,,,0.034520548,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.282420091,,0.044155251,0.044155251,,,0,,0
,,,0,,0,0,,,0,,0.022283105
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.02716895,,0.03739726
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.050273973
,,,0,,0,0,,,0,,0.007625571
,,,0.066210046,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.125,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.298561644,0.298561644,,,0,,0
,,,0,,0,0,,,0.449680365,,0
,,,0,,0.034794521,0.034794521,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.001050228,,4.636210046
,,,0,,0,0,,,0,,1.390844749
,,,0.012808219,,0,0,,,0,,0.020388128
,,,0,,0,0,,,0,,0.007625571
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.016986301,,0,0,,,0,,0.014383562
,,,0.015273973,,0,0,,,0,,0
,,,0,,0,0,,,0.110319635,,0.017990868
,,,0,,0.076689498,0.076689498,,,0.5606621,,0.463607306
,,,0,,0,0,,,0,,0.0243379
,,,0,,0,0,,,0,,0
,,,9.13E-05,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.392648402,,0,0,,,0,,0
,,,0.001369863,,0,0,,,0,,0.058310502
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.15086758
,,,0.016986301,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0.001826484,0.001826484,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.023310502,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.061849315,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.047694064,,0
,,,0,,0,0,,,0,,0
,,,0,,0.378675799,0.378675799,,,4.57E-05,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0.051575342
,,,0.001917808,,0,0,,,0.007968037,,0
,,,0,,0,0,,,0.012031963,,0
,,,0.461324201,,0,0,,,0,,0
,,,0,,0.240684932,0.240684932,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.008310502,,0.000388128,0.000388128,,,0,,0
,,,0,,0,0,,,0.098127854,,0
,,,0,,0,0,,,0.014383562,,0.03543379
,,,0.026369863,,0,0,,,0,,0
,,,0,,0,0,,,0.030251142,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.005684932,,0,0,,,0,,0
,,,0,,0,0,,,0,,0
,,,0.009315068,,0,0,,,0,,0
,,,0.104589041,,0,0,,,0.009954338,,0
,,,0,,0,0,,,0.002191781,,0
,,,0.000205479,,0,0,,,0,,0
,,,0,,0.038173516,0.038173516,,,0,,0
,,,0,,0,0,,,0,,0
,,,0,,0,0,,,0.005022831,,0
,,,0,,0,0,,,0,,0.006027397
,,,0.001369863,,0,0,,,0,,0.003949772
,,,0.005136986,,0,0,,,0.008310502,,0
